"Record Type","Setup Sequence","Organization Type","Organization Shortname","Organization Sort Order","Organization Enabled","User Types (name|shortname|sort)","Profile Forms (name|shortname|user type)","Category","Category Shortname","Category Sort Order","Category Collapsed","Field","Existing / New","Field Shortname","Field Description","Field Type","Core Field Mapping","Field Library Required","Form Required Override","Readonly Override","Visible Override","Uniqueness Scope","Visible","Read Only","Sensitive","Field Enabled","Default Value","Options JSON","Validation JSON","Field Sort Order","Applies To User Types","Applies To Profile Forms","Configuration Screen","Display / Mapping Rules","Ownership / Security Notes","Company Mapping Example","Source Reference"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Government Organization","government","70","Yes","Officer|officer|10; Employee|employee|20; Contract Staff|contract_staff|30; Trainer|trainer|40","See Organization Setup record for Government Organization","Employment","employment","40","No","Office Type","New (plugin-defined)","government_office_type","Office Type","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Head Office"",""Regional"",""District"",""Field"",""Training Centre"",""Other""]","","60","Officer; Employee; Contract Staff; Trainer","Government Organization Officer Profile; Government Organization Employee Profile; Government Organization Contract Staff Profile; Government Organization Trainer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","State Training Directorate → government; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Government Organization","government","70","Yes","Officer|officer|10; Employee|employee|20; Contract Staff|contract_staff|30; Trainer|trainer|40","See Organization Setup record for Government Organization","Identification","identification","30","No","Government Identifier","New (plugin-defined)","government_identifier","Government Identifier","text","","No","No","Inherit","Inherit","site","Yes","No","Yes","Yes","","","{""maxlength"":100}","20","Officer; Employee; Contract Staff; Trainer","Government Organization Officer Profile; Government Organization Employee Profile; Government Organization Contract Staff Profile; Government Organization Trainer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Collect only where required; never expose through generic listings or logs. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","State Training Directorate → government; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Government Organization","government","70","Yes","Officer|officer|10; Employee|employee|20; Contract Staff|contract_staff|30; Trainer|trainer|40","See Organization Setup record for Government Organization","Compliance & Consent","compliance_consent","90","Yes","Clearance Classification","New (plugin-defined)","government_clearance_classification","Clearance Classification","menu","","No","No","Inherit","Inherit","none","Yes","No","Yes","Yes","","[""Not applicable"",""Standard"",""Restricted""]","","10","Officer; Employee; Contract Staff","Government Organization Officer Profile; Government Organization Employee Profile; Government Organization Contract Staff Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Example only. Organization must define legally appropriate values and capability assignments. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","State Training Directorate → government; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Government Organization","government","70","Yes","Officer|officer|10; Employee|employee|20; Contract Staff|contract_staff|30; Trainer|trainer|40","See Organization Setup record for Government Organization","Professional","professional","50","No","Certified Trainer","New (plugin-defined)","government_certified_trainer","Certified Trainer","boolean","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","","10","Trainer","Government Organization Trainer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile attribute only; does not grant trainer permissions. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","State Training Directorate → government; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Government Organization","government","70","Yes","Officer|officer|10; Employee|employee|20; Contract Staff|contract_staff|30; Trainer|trainer|40","See Organization Setup record for Government Organization","Credentialing","credentialing","50","No","Trainer Certification Number","New (plugin-defined)","government_trainer_cert_number","Trainer Certification Number","text","","No","No","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":100}","10","Trainer","Government Organization Trainer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","State Training Directorate → government; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Identification","identification","30","No","NGO Person ID","New (plugin-defined)","ngo_person_id","NGO Person ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","10","Staff; Volunteer; Field Worker; Program Manager; Partner","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile; NGO Foundation Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Affiliation Type","New (plugin-defined)","ngo_affiliation_type","Affiliation Type","menu","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","[""Employee"",""Volunteer"",""Field Worker"",""Program Manager"",""Partner Organization""]","","10","Staff; Volunteer; Field Worker; Program Manager; Partner","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile; NGO Foundation Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Program Area","New (plugin-defined)","ngo_program_area","Program Area","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":200}","20","Staff; Volunteer; Field Worker; Program Manager; Partner","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile; NGO Foundation Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile descriptor only; not a course or IOMAD department. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Field Location","New (plugin-defined)","ngo_field_location","Field Location","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":200}","30","Field Worker; Program Manager; Volunteer","NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Affiliation Start Date","New (plugin-defined)","ngo_start_date","Affiliation Start Date","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","40","Staff; Volunteer; Field Worker; Program Manager; Partner","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile; NGO Foundation Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Volunteer Availability","New (plugin-defined)","volunteer_availability","Volunteer Availability","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Weekdays"",""Weekends"",""Evenings"",""Flexible"",""Project based""]","","50","Volunteer","NGO Foundation Volunteer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Professional","professional","50","No","Languages Spoken","New (plugin-defined)","ngo_languages_spoken","Languages Spoken","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":500}","10","Staff; Volunteer; Field Worker; Program Manager","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Compliance & Consent","compliance_consent","90","Yes","Safeguarding Training Date","New (plugin-defined)","safeguarding_training_date","Safeguarding Training Date","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","10","Staff; Volunteer; Field Worker; Program Manager","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Compliance & Consent","compliance_consent","90","Yes","Background Check Status","New (plugin-defined)","background_check_status","Background Check Status","menu","","No","No","Inherit","Inherit","none","Yes","Yes","Yes","Yes","","[""Not required"",""Pending"",""Verified"",""Expired""]","","20","Staff; Volunteer; Field Worker; Program Manager","NGO Foundation Staff Profile; NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Program Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Status only; do not store report details in this profile field. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Community Role","New (plugin-defined)","community_role","Community Role","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","60","Volunteer; Field Worker; Partner","NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile; NGO Foundation Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Program / Service","program_service","50","No","Deployment Ready","New (plugin-defined)","deployment_ready","Deployment Ready","boolean","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","","70","Field Worker; Volunteer","NGO Foundation Volunteer Profile; NGO Foundation Field Worker Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile attribute only; operational deployment requires a separate workflow. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","NGO / Foundation","ngo_foundation","80","Yes","Staff|staff|10; Volunteer|volunteer|20; Field Worker|field_worker|30; Program Manager|program_manager|40; Partner|partner|50","See Organization Setup record for NGO / Foundation","Identification","identification","30","No","Partner Organization Reference","New (plugin-defined)","ngo_partner_reference","Partner Organization Reference","text","","No","No","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":100}","20","Partner","NGO Foundation Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Community Impact Foundation → ngo_foundation; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Identification","identification","30","No","College Admission Number","New (plugin-defined)","college_admission_number","College Admission Number","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","10","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Identification","identification","30","No","University Enrollment Number","New (plugin-defined)","college_university_enrollment","University Enrollment Number","text","","No","No","Inherit","Inherit","site","Yes","No","No","Yes","","","{""maxlength"":80}","20","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Identification","identification","30","No","College Roll Number","New (plugin-defined)","college_roll_number","College Roll Number","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":30}","30","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Admission Date","New (plugin-defined)","college_admission_date","Admission Date","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","10","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Student Status","New (plugin-defined)","college_student_status","Student Status","menu","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","[""Active"",""On leave"",""Withdrawn"",""Graduated""]","","20","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Programme Name","New (plugin-defined)","college_programme_name","Programme Name","text","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":200}","30","Student; Alumni","College Student Profile; College Alumni Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile descriptor only; not a Moodle course. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Programme Level","New (plugin-defined)","college_programme_level","Programme Level","menu","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","[""Undergraduate"",""Postgraduate"",""Diploma"",""Certificate"",""Other""]","","40","Student; Alumni","College Student Profile; College Alumni Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Current Semester","New (plugin-defined)","college_current_semester","Current Semester","integer","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""integer"":true,""min"":1,""max"":20}","50","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Academic Year","New (plugin-defined)","college_academic_year","Academic Year","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""regex"":""/^[0-9]{4}-[0-9]{4}$/""}","60","Student","College Student Profile","Field Library; Form Categories; Form Fields","Example format 2026-2027.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Study Mode","New (plugin-defined)","college_study_mode","Study Mode","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Full time"",""Part time"",""Online"",""Blended""]","","70","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Placement","placement","70","No","Placement Eligible","New (plugin-defined)","college_placement_eligible","Placement Eligible","boolean","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","","10","Student","College Student Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile state only; V1 has no placement workflow. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Identification","identification","30","No","Alumni ID","New (plugin-defined)","college_alumni_id","Alumni ID","text","","No","No","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","40","Alumni","College Alumni Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Academic","academic","40","No","Graduation Year","New (plugin-defined)","college_graduation_year","Graduation Year","integer","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""integer"":true,""min"":1900,""max"":2200}","80","Alumni","College Alumni Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Employment","employment","40","No","College Designation","New (plugin-defined)","college_designation","College Designation","text","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","10","Faculty; Non-Teaching Staff; Principal","College Faculty Profile; College Non-Teaching Staff Profile; College Principal Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile label only; not a Moodle role. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","College","college","90","Yes","Student|student|10; Faculty|faculty|20; Non-Teaching Staff|non_teaching_staff|30; Principal|principal|40; Alumni|alumni|50","See Organization Setup record for College","Professional","professional","50","No","Faculty Specialisation","New (plugin-defined)","college_faculty_specialisation","Faculty Specialisation","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":1000}","10","Faculty; Principal","College Faculty Profile; College Principal Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Central Arts College → college; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Vocational Institute","vocational_institute","100","Yes","Trainee|trainee|10; Instructor|instructor|20; Assessor|assessor|30; Placement Officer|placement_officer|40; Administrator|administrator|50","See Organization Setup record for Vocational Institute","Identification","identification","30","No","Trainee ID","New (plugin-defined)","vocational_trainee_id","Trainee ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","10","Trainee","Vocational Institute Trainee Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","FutureSkills Vocational Centre → vocational_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Vocational Institute","vocational_institute","100","Yes","Trainee|trainee|10; Instructor|instructor|20; Assessor|assessor|30; Placement Officer|placement_officer|40; Administrator|administrator|50","See Organization Setup record for Vocational Institute","Identification","identification","30","No","Registration Number","New (plugin-defined)","vocational_registration_number","Registration Number","text","","No","No","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":80}","20","Trainee","Vocational Institute Trainee Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","FutureSkills Vocational Centre → vocational_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Vocational Institute","vocational_institute","100","Yes","Trainee|trainee|10; Instructor|instructor|20; Assessor|assessor|30; Placement Officer|placement_officer|40; Administrator|administrator|50","See Organization Setup record for Vocational Institute","Program / Service","program_service","50","No","Trade / Programme","New (plugin-defined)","vocational_trade_programme","Trade / Programme","text","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":200}","10","Trainee; Instructor; Assessor","Vocational Institute Trainee Profile; Vocational Institute Instructor Profile; Vocational Institute Assessor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile descriptor only; do not use as a Moodle course replacement. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","FutureSkills Vocational Centre → vocational_institute; default form: None","New organization-specific recommendation"
